fecha_ingreso,anio,mes,estado,proveedor_top,nombre_comercial,tipo_servicio,problema_clasificado,motivo_reclamacion,estado_procesal,resuelta,monto_reclamado,monto_recuperado,porcentaje_recuperado,dias_resolucion
2024-06-21,2024,6,Ciudad de México,MOVISTAR,MOVISTAR,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A CAMBIO O DEVOLUCION,NO CONCILIADA,True,0.0,0.0,0.0,35.0
2024-06-21,2024,6,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,USO FRAUDULENTO,DESISTIMIENTO,False,0.0,0.0,0.0,49.0
2024-06-21,2024,6,Estado de México,TELMEX,TELMEX,Telefonía Fija,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA DEL BIEN O SERVICIO,CONCILIADA,True,0.0,328.0,0.0,40.0
2024-06-21,2024,6,Ciudad de México,MOVISTAR,MOVISTAR,Telefonía Móvil,Contratos y Condiciones,NEGATIVA A LA RESCISION DEL CONTRATO,DESISTIMIENTO,False,0.0,0.0,0.0,24.0
2024-06-21,2024,6,Ciudad de México,TOTALPLAY,TOTALPLAY,TV,Contratos y Condiciones,NEGATIVA A LA RESCISION DEL CONTRATO,CONCILIADA,True,0.0,1919.99,0.0,11.0
2024-06-21,2024,6,Ciudad de México,MOVISTAR,MOVISTAR,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA DEL BIEN O SERVICIO,CONCILIADA,True,80.0,60.0,0.75,11.0
2024-06-21,2024,6,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,"Entrega, Cambios y Garantías",PRODUCTO O SERVICIO EQUIVOCADO,CONCILIADA,True,100.0,50.0,0.5,10.0
2024-06-21,2024,6,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,MODIFICACION DEL PRECIO CONVENIDO O PRESUPUESTADO,DESISTIMIENTO,False,2124.0,0.0,0.0,42.0
2024-06-21,2024,6,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,MODIFICACION DEL PRECIO CONVENIDO O PRESUPUESTADO,DESISTIMIENTO,False,0.0,0.0,0.0,26.0
2024-06-21,2024,6,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,PRODUCTO O SERVICIO NO SOLICITADO O AUTORIZADO,CONCILIADA,True,0.0,363.0,0.0,33.0
2024-06-21,2024,6,Ciudad de México,OTROS,DISH,TV,Facturación y Pagos,PENALIZACION POR CAUSA IMPUTABLE AL PROVEEDOR,DESISTIMIENTO,False,128.0,0.0,0.0,60.0
2024-06-21,2024,6,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA DEL BIEN O SERVICIO,CONCILIADA,True,0.0,150.0,0.0,13.0
2024-06-24,2024,6,Campeche,MOVISTAR,MOVISTAR,Telefonía Móvil,Facturación y Pagos,COMISIONES,CONCILIADA,True,380.0,0.0,0.0,100.0
2024-06-24,2024,6,Ciudad de México,IZZI,IZZI,TV,Contratos y Condiciones,NEGATIVA A LA RESCISION DEL CONTRATO,CONCILIADA,True,0.0,501.0,0.0,8.0
2024-06-24,2024,6,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,PRODUCTO O SERVICIO NO SOLICITADO O AUTORIZADO,CONCILIADA,True,0.0,19.99,0.0,8.0
2024-06-24,2024,6,Estado de México,MOVISTAR,MOVISTAR,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA DEL BIEN O SERVICIO,DESISTIMIENTO,False,0.0,0.0,0.0,39.0
2024-06-24,2024,6,Durango,MEGACABLE,MEGACABLE,TV,Contratos y Condiciones,NEGATIVA A LA RESCISION DEL CONTRATO,CONCILIADA,True,0.0,0.0,0.0,65.0
2024-06-24,2024,6,Yucatán,TOTALPLAY,TOTALPLAY,TV,Contratos y Condiciones,NEGATIVA A LA RESCISION DEL CONTRATO,CONCILIADA,True,0.0,0.0,0.0,39.0
2024-06-24,2024,6,Guanajuato,MEGACABLE,MEGACABLE,TV,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,CONCILIADA,True,0.0,0.0,0.0,65.0
2024-06-24,2024,6,Yucatán,IZZI,IZZI,TV,Contratos y Condiciones,NEGATIVA A LA RESCISION DEL CONTRATO,CONCILIADA,True,900.0,0.0,0.0,100.0
2024-06-24,2024,6,Ciudad de México,AT&T,AT&T,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA DEL BIEN O SERVICIO,DESISTIMIENTO,False,1199.31,0.0,0.0,22.0
2024-06-24,2024,6,Ciudad de México,MEGACABLE,MEGACABLE,Internet,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA DEL BIEN O SERVICIO,CONCILIADA,True,450.0,450.0,1.0,63.0
2024-06-24,2024,6,Ciudad de México,OTROS,BAIT,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA DEL BIEN O SERVICIO,DESISTIMIENTO,False,0.0,0.0,0.0,22.0
2024-06-24,2024,6,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,PRODUCTO O SERVICIO NO SOLICITADO O AUTORIZADO,CONCILIADA,True,0.0,0.0,0.0,10.0
2024-06-24,2024,6,Coahuila,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,DESISTIMIENTO,False,0.0,0.0,0.0,123.0
2024-06-24,2024,6,Ciudad de México,MEGACABLE,MEGACABLE,TV,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA DEL BIEN O SERVICIO,CONCILIADA,True,0.0,0.0,0.0,9.0
2024-06-24,2024,6,Sinaloa,AT&T,AT&T,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A CAMBIO O DEVOLUCION,DESISTIMIENTO,False,0.0,0.0,0.0,50.0
2024-06-24,2024,6,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,PRODUCTO O SERVICIO NO SOLICITADO O AUTORIZADO,DESISTIMIENTO,False,0.0,0.0,0.0,21.0
2024-06-24,2024,6,Ciudad de México,OTROS,DISH,TV,Facturación y Pagos,PENALIZACION POR CAUSA IMPUTABLE AL PROVEEDOR,CONCILIADA,True,0.0,696.0,0.0,7.0
2024-06-24,2024,6,Ciudad de México,IZZI,IZZI,TV,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA DEL BIEN O SERVICIO,CONCILIADA,True,0.0,0.0,0.0,8.0
2024-06-24,2024,6,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,PRODUCTO O SERVICIO NO SOLICITADO O AUTORIZADO,CONCILIADA,True,0.0,42.49,0.0,8.0
2024-06-24,2024,6,Ciudad de México,OTROS,SKY,TV,Contratos y Condiciones,NEGATIVA A LA RESCISION DEL CONTRATO,CONCILIADA,True,0.0,0.0,0.0,15.0
2024-06-24,2024,6,Ciudad de México,MOVISTAR,MOVISTAR,Telefonía Móvil,Facturación y Pagos,MODIFICACION DEL PRECIO CONVENIDO O PRESUPUESTADO,CONCILIADA,True,48.0,200.0,4.166666666666667,44.0
2024-06-24,2024,6,Ciudad de México,MOVISTAR,MOVISTAR,Telefonía Móvil,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,DESISTIMIENTO,False,0.0,0.0,0.0,23.0
2024-06-24,2024,6,Ciudad de México,MEGACABLE,MEGACABLE,TV,"Entrega, Cambios y Garantías",NEGATIVA A BONIFICACION,DESISTIMIENTO,False,0.0,0.0,0.0,52.0
2024-06-24,2024,6,Ciudad de México,MOVISTAR,MOVISTAR,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A CAMBIO O DEVOLUCION,NO CONCILIADA,True,0.0,0.0,0.0,67.0
2024-06-24,2024,6,Ciudad de México,IZZI,IZZI,TV,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA DEL BIEN O SERVICIO,DESISTIMIENTO,False,0.0,0.0,0.0,30.0
2024-06-24,2024,6,Ciudad de México,OTROS,BAIT,Telefonía Móvil,"Entrega, Cambios y Garantías",PRODUCTO O SERVICIO EQUIVOCADO,CONCILIADA,True,0.0,100.0,0.0,15.0
2024-06-25,2024,6,Zacatecas,MEGACABLE,MEGACABLE,TV,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA DEL BIEN O SERVICIO,CONCILIADA,True,0.0,980.0,0.0,34.0
2024-06-25,2024,6,Guanajuato,TELMEX,TELMEX,Telefonía Fija,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,DESISTIMIENTO,False,0.0,0.0,0.0,118.0
2024-06-25,2024,6,Estado de México,MOVISTAR,MOVISTAR,Telefonía Móvil,Facturación y Pagos,ERROR DE CALCULO EN EL COBRO,DESISTIMIENTO,False,0.0,0.0,0.0,134.0
2024-06-25,2024,6,Morelos,OTROS,DISH,TV,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,DESISTIMIENTO,False,0.0,0.0,0.0,71.0
2024-06-25,2024,6,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,PENALIZACION POR CAUSA IMPUTABLE AL PROVEEDOR,DESISTIMIENTO,False,0.0,0.0,0.0,20.0
2024-06-25,2024,6,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA DEL BIEN O SERVICIO,DESISTIMIENTO,False,0.0,0.0,0.0,7.0
2024-06-25,2024,6,Guerrero,MOVISTAR,MOVISTAR,Telefonía Móvil,Contratos y Condiciones,MODIFICACION O RECISION SIN AVISO NI AUTORIZACION,CONCILIADA,True,179.0,0.0,0.0,156.0
2024-06-25,2024,6,Ciudad de México,MOVISTAR,MOVISTAR,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA DEL BIEN O SERVICIO,IMPROCEDENTE,False,0.0,0.0,0.0,7.0
2024-06-25,2024,6,Ciudad de México,IZZI,IZZI,TV,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,CONCILIADA,True,0.0,0.0,0.0,37.0
2024-06-25,2024,6,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,CONCILIADA,True,0.0,199.0,0.0,7.0
2024-06-25,2024,6,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,NO CONCILIADA,True,0.0,0.0,0.0,14.0
2024-06-25,2024,6,Guerrero,IZZI,IZZI,TV,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA DEL BIEN O SERVICIO,NO CONCILIADA,True,260.0,0.0,0.0,51.0
2024-06-25,2024,6,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA DEL BIEN O SERVICIO,CONCILIADA,True,1000.0,0.0,0.0,100.0
2024-06-25,2024,6,Guanajuato,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,CONCILIADA,True,0.0,0.0,0.0,120.0
2024-06-25,2024,6,Ciudad de México,MOVISTAR,MOVISTAR,Telefonía Móvil,Facturación y Pagos,PENALIZACION POR CAUSA IMPUTABLE AL PROVEEDOR,DESISTIMIENTO,False,0.0,0.0,0.0,34.0
2024-06-25,2024,6,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,ERROR DE CALCULO EN EL COBRO,DESISTIMIENTO,False,1188.0,0.0,0.0,41.0
2024-06-25,2024,6,Ciudad de México,MEGACABLE,MEGACABLE,TV,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA DEL BIEN O SERVICIO,CONCILIADA,True,0.0,0.0,0.0,3.0
2024-06-25,2024,6,Ciudad de México,MEGACABLE,MEGACABLE,TV,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA DEL BIEN O SERVICIO,CONCILIADA,True,0.0,706.0,0.0,9.0
2024-06-25,2024,6,Michoacán,TELMEX,TELMEX,Telefonía Fija,Facturación y Pagos,PRODUCTO O SERVICIO NO SOLICITADO O AUTORIZADO,DESISTIMIENTO,False,2828.0,0.0,0.0,112.0
2024-06-25,2024,6,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,ERROR DE CALCULO EN EL COBRO,CONCILIADA,True,0.0,13.35,0.0,45.0
2024-06-26,2024,6,Ciudad de México,TELMEX,TELMEX,Telefonía Fija,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA DEL BIEN O SERVICIO,CONCILIADA,True,200.0,100.0,0.5,35.0
2024-06-26,2024,6,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA DEL BIEN O SERVICIO,CONCILIADA,True,200.0,100.0,0.5,35.0
2024-06-26,2024,6,Aguascalientes,OTROS,GIGACABLE,Internet,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA DEL BIEN O SERVICIO,DESISTIMIENTO,False,0.0,0.0,0.0,154.0
2024-06-26,2024,6,Ciudad de México,IZZI,IZZI,TV,Facturación y Pagos,CUOTA EXTRAORDINARIA,CONCILIADA,True,160.0,160.0,1.0,48.0
2024-06-26,2024,6,Durango,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,CUOTA EXTRAORDINARIA,CONCILIADA,True,0.0,1224.0,0.0,49.0
2024-06-26,2024,6,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,ERROR DE CALCULO EN EL COBRO,DESISTIMIENTO,False,0.0,0.0,0.0,15.0
2024-06-26,2024,6,Ciudad de México,MOVISTAR,MOVISTAR,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA DEL BIEN O SERVICIO,NO CONCILIADA,True,2399.6,0.0,0.0,40.0
2024-06-26,2024,6,Guerrero,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,ERROR DE CALCULO EN EL COBRO,CONCILIADA,True,2320.0,2320.0,1.0,76.0
2024-06-26,2024,6,Chiapas,OTROS,DISH,TV,Contratos y Condiciones,NEGATIVA A LA RESCISION DEL CONTRATO,CONCILIADA,True,592.0,592.0,1.0,30.0
2024-06-26,2024,6,Ciudad de México,TOTALPLAY,TOTALPLAY,TV,Contratos y Condiciones,NEGATIVA A LA RESCISION DEL CONTRATO,CONCILIADA,True,0.0,500.0,0.0,8.0
2024-06-26,2024,6,Ciudad de México,MEGACABLE,MEGACABLE,TV,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,DESISTIMIENTO,False,0.0,0.0,0.0,20.0
2024-06-26,2024,6,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,MODIFICACION DEL PRECIO CONVENIDO O PRESUPUESTADO,IMPROCEDENTE,False,0.0,0.0,0.0,8.0
2024-06-26,2024,6,Ciudad de México,MOVISTAR,MOVISTAR,Telefonía Móvil,Facturación y Pagos,MODIFICACION DEL PRECIO CONVENIDO O PRESUPUESTADO,CONCILIADA,True,0.0,1164.6,0.0,8.0
2024-06-26,2024,6,Ciudad de México,TOTALPLAY,TOTALPLAY,TV,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA DEL BIEN O SERVICIO,DESISTIMIENTO,False,0.0,0.0,0.0,37.0
2024-06-26,2024,6,Ciudad de México,MOVISTAR,MOVISTAR,Telefonía Móvil,Contratos y Condiciones,NEGATIVA A LA RESCISION DEL CONTRATO,DESISTIMIENTO,False,0.0,0.0,0.0,20.0
2024-06-26,2024,6,Ciudad de México,MEGACABLE,MEGACABLE,TV,Facturación y Pagos,PRODUCTO O SERVICIO NO SOLICITADO O AUTORIZADO,DESISTIMIENTO,False,0.0,0.0,0.0,28.0
2024-06-27,2024,6,Guerrero,TELMEX,TELMEX,Telefonía Fija,Contratos y Condiciones,NEGATIVA A LA RESCISION DEL CONTRATO,CONCILIADA,True,0.0,0.0,0.0,74.0
2024-06-27,2024,6,Guerrero,OTROS,DISH,TV,Contratos y Condiciones,NEGATIVA A LA RESCISION DEL CONTRATO,CONCILIADA,True,0.0,0.0,0.0,74.0
2024-06-27,2024,6,Chihuahua,OTROS,OTRO,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A HACER EFECTIVA LA GARANTIA,CONCILIADA,True,0.0,0.0,0.0,57.0
2024-06-27,2024,6,Yucatán,TOTALPLAY,TOTALPLAY,TV,Contratos y Condiciones,NEGATIVA A LA RESCISION DEL CONTRATO,DESISTIMIENTO,False,0.0,0.0,0.0,78.0
2024-06-27,2024,6,Ciudad de México,MEGACABLE,MEGACABLE,TV,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA DEL BIEN O SERVICIO,CONCILIADA,True,150.0,196.29,1.3086,32.0
2024-06-27,2024,6,Ciudad de México,TOTALPLAY,TOTALPLAY,TV,Facturación y Pagos,MODIFICACION DEL PRECIO CONVENIDO O PRESUPUESTADO,CONCILIADA,True,0.0,1540.0,0.0,29.0
2024-06-27,2024,6,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,PRODUCTO O SERVICIO NO SOLICITADO O AUTORIZADO,CONCILIADA,True,0.0,573.89,0.0,12.0
2024-06-27,2024,6,Ciudad de México,MEGACABLE,MEGACABLE,TV,Contratos y Condiciones,NEGATIVA A LA RESCISION DEL CONTRATO,CONCILIADA,True,0.0,345.0,0.0,6.0
2024-06-27,2024,6,Yucatán,OTROS,DISH,TV,Contratos y Condiciones,NEGATIVA A LA RESCISION DEL CONTRATO,NO CONCILIADA,True,0.0,0.0,0.0,84.0
2024-06-27,2024,6,Ciudad de México,MOVISTAR,MOVISTAR,Telefonía Móvil,Facturación y Pagos,PRODUCTO O SERVICIO NO SOLICITADO O AUTORIZADO,NO CONCILIADA,True,225.25,0.0,0.0,46.0
2024-06-27,2024,6,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,PRODUCTO O SERVICIO NO SOLICITADO O AUTORIZADO,DESISTIMIENTO,False,171.55,0.0,0.0,32.0
2024-06-27,2024,6,Chihuahua,IZZI,IZZI,TV,Información al Consumidor,DESCRIPCION DEL PRODUCTO O SERVICIO,CONCILIADA,True,0.0,0.0,0.0,11.0
2024-06-27,2024,6,Ciudad de México,IZZI,IZZI,TV,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,DESISTIMIENTO,False,540.0,0.0,0.0,22.0
2024-06-27,2024,6,Ciudad de México,OTROS,BAIT,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA DEL BIEN O SERVICIO,DESISTIMIENTO,False,0.0,0.0,0.0,43.0
2024-06-27,2024,6,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,PRODUCTO O SERVICIO NO SOLICITADO O AUTORIZADO,CONCILIADA,True,0.0,452.0,0.0,47.0
2024-06-27,2024,6,Ciudad de México,MEGACABLE,MEGACABLE,TV,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA DEL BIEN O SERVICIO,CONCILIADA,True,0.0,200.0,0.0,6.0
2024-06-27,2024,6,Ciudad de México,TOTALPLAY,TOTALPLAY,TV,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA DEL BIEN O SERVICIO,CONCILIADA,True,0.0,0.0,0.0,13.0
2024-06-28,2024,6,Durango,AT&T,AT&T,Telefonía Móvil,Facturación y Pagos,PRODUCTO O SERVICIO NO SOLICITADO O AUTORIZADO,CONCILIADA,True,0.0,0.0,0.0,139.0
2024-06-28,2024,6,Jalisco,OTROS,HONOR,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A HACER EFECTIVA LA GARANTIA,CONCILIADA,True,0.0,0.0,0.0,96.0
2024-06-28,2024,6,Guerrero,IZZI,IZZI,TV,Facturación y Pagos,ERROR DE CALCULO EN EL COBRO,CONCILIADA,True,1641.0,0.0,0.0,130.0
2024-06-28,2024,6,Estado de México,MOVISTAR,MOVISTAR,Telefonía Móvil,Contratos y Condiciones,NEGATIVA A LA RESCISION DEL CONTRATO,CONCILIADA,True,0.0,0.0,0.0,46.0
2024-06-28,2024,6,Estado de México,OTROS,ZTE,Telefonía Móvil,"Entrega, Cambios y Garantías",DEFECTOS DE FABRICACION,DESISTIMIENTO,False,0.0,0.0,0.0,104.0
2024-06-28,2024,6,Ciudad de México,MOVISTAR,MOVISTAR,Telefonía Móvil,Facturación y Pagos,ERROR DE CALCULO EN EL COBRO,CONCILIADA,True,1084.83,1180.44,1.088133624623213,18.0
2024-06-28,2024,6,Jalisco,MOVISTAR,MOVISTAR,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA DEL BIEN O SERVICIO,CONCILIADA,True,0.0,0.0,0.0,101.0
2024-06-28,2024,6,Jalisco,TELCEL,TELCEL,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA DEL BIEN O SERVICIO,CONCILIADA,True,0.0,0.0,0.0,101.0
2024-06-28,2024,6,Estado de México,IZZI,IZZI,TV,Contratos y Condiciones,NEGATIVA A LA RESCISION DEL CONTRATO,DESISTIMIENTO,False,0.0,0.0,0.0,60.0
2024-06-28,2024,6,Yucatán,OTROS,SKY,TV,Contratos y Condiciones,NEGATIVA A LA RESCISION DEL CONTRATO,CONCILIADA,True,0.0,0.0,0.0,117.0
2024-06-28,2024,6,Ciudad de México,MOVISTAR,MOVISTAR,Telefonía Móvil,Facturación y Pagos,MODIFICACION DEL PRECIO CONVENIDO O PRESUPUESTADO,DESISTIMIENTO,False,0.0,0.0,0.0,18.0
2024-06-28,2024,6,Chihuahua,MOVISTAR,MOVISTAR,Telefonía Móvil,Facturación y Pagos,PRODUCTO O SERVICIO NO SOLICITADO O AUTORIZADO,CONCILIADA,True,0.0,0.0,0.0,19.0
2024-06-28,2024,6,Yucatán,MOVISTAR,MOVISTAR,Telefonía Móvil,Facturación y Pagos,CUOTA EXTRAORDINARIA,DESISTIMIENTO,False,449.63,0.0,0.0,73.0
2024-06-28,2024,6,Chiapas,OTROS,DISH,TV,Contratos y Condiciones,NEGATIVA A LA RESCISION DEL CONTRATO,CONCILIADA,True,400.0,400.0,1.0,27.0
2024-06-28,2024,6,Sinaloa,OTROS,SKY,Internet,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,DESISTIMIENTO,False,959.0,0.0,0.0,53.0
2024-06-28,2024,6,San Luis Potosí,TELMEX,TELMEX,Telefonía Fija,Contratos y Condiciones,NEGATIVA A LA RESCISION DEL CONTRATO,CONCILIADA,True,0.0,1387.0,0.0,75.0
2024-06-28,2024,6,Tamaulipas,TELMEX,TELMEX,Telefonía Fija,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA DEL BIEN O SERVICIO,CONCILIADA,True,389.0,389.0,1.0,12.0
2024-06-28,2024,6,Chihuahua,AT&T,AT&T,Telefonía Móvil,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,NO CONCILIADA,True,0.0,0.0,0.0,59.0
2024-06-28,2024,6,Ciudad de México,MOVISTAR,MOVISTAR,Telefonía Móvil,Facturación y Pagos,PRODUCTO O SERVICIO NO SOLICITADO O AUTORIZADO,CONCILIADA,True,0.0,1000.0,0.0,10.0
2024-06-28,2024,6,Ciudad de México,IZZI,IZZI,TV,Facturación y Pagos,PRODUCTO O SERVICIO NO SOLICITADO O AUTORIZADO,CONCILIADA,True,0.0,900.0,0.0,10.0
2024-06-28,2024,6,Durango,OTROS,SKY,TV,Facturación y Pagos,PRODUCTO O SERVICIO NO SOLICITADO O AUTORIZADO,CONCILIADA,True,0.0,0.0,0.0,33.0
2024-06-28,2024,6,Ciudad de México,MEGACABLE,MEGACABLE,TV,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA DEL BIEN O SERVICIO,CONCILIADA,True,0.0,189.0,0.0,4.0
2024-06-28,2024,6,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,PRODUCTO O SERVICIO NO SOLICITADO O AUTORIZADO,DESISTIMIENTO,False,0.0,0.0,0.0,39.0
2024-06-28,2024,6,Ciudad de México,MEGACABLE,MEGACABLE,TV,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA DEL BIEN O SERVICIO,CONCILIADA,True,0.0,0.0,0.0,12.0
2024-06-28,2024,6,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,PRODUCTO O SERVICIO NO SOLICITADO O AUTORIZADO,CONCILIADA,True,0.0,0.0,0.0,12.0
2024-06-28,2024,6,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,PRODUCTO O SERVICIO NO SOLICITADO O AUTORIZADO,NO CONCILIADA,True,0.0,0.0,0.0,39.0
2024-06-28,2024,6,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,PRODUCTO O SERVICIO NO SOLICITADO O AUTORIZADO,CONCILIADA,True,0.0,1618.0,0.0,13.0
2024-07-01,2024,7,Quintana Roo,OTROS,SKY,TV,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,CONCILIADA,True,0.0,0.0,0.0,114.0
2024-07-01,2024,7,Guerrero,TELCEL,TELCEL,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA DEL BIEN O SERVICIO,DESISTIMIENTO,False,229.0,0.0,0.0,149.0
2024-07-01,2024,7,Ciudad de México,AT&T,AT&T,Telefonía Móvil,Facturación y Pagos,ERROR DE CALCULO EN EL COBRO,NO CONCILIADA,True,309.0,0.0,0.0,35.0
2024-07-01,2024,7,Nayarit,TELMEX,TELMEX,Internet,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA DEL BIEN O SERVICIO,CONCILIADA,True,0.0,0.0,0.0,60.0
2024-07-01,2024,7,Jalisco,TELCEL,TELCEL,Telefonía Móvil,Atención al Cliente,SUSPENSION DE LA PROVISION DEL SERVICIO,DESISTIMIENTO,False,0.0,0.0,0.0,122.0
2024-07-01,2024,7,Yucatán,IZZI,IZZI,TV,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,CONCILIADA,True,0.0,0.0,0.0,38.0
2024-07-01,2024,7,Nuevo León,MEGACABLE,MEGACABLE,Telefonía Fija,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA DEL BIEN O SERVICIO,CONCILIADA,True,0.0,0.0,0.0,108.0
2024-07-01,2024,7,Yucatán,TELMEX,TELMEX,Telefonía Fija,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA DEL BIEN O SERVICIO,CONCILIADA,True,0.0,0.0,0.0,73.0
2024-07-01,2024,7,Ciudad de México,OTROS,BAIT,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA DEL BIEN O SERVICIO,DESISTIMIENTO,False,800.0,0.0,0.0,24.0
2024-07-01,2024,7,Estado de México,OTROS,SKY,TV,Contratos y Condiciones,NEGATIVA A LA RESCISION DEL CONTRATO,CONCILIADA,True,0.0,0.0,0.0,49.0
2024-07-01,2024,7,Estado de México,IZZI,IZZI,TV,"Entrega, Cambios y Garantías",INCUMPLIMIENTO DE PLAZOS,DESISTIMIENTO,False,0.0,0.0,0.0,84.0
2024-07-01,2024,7,Morelos,IZZI,IZZI,TV,"Entrega, Cambios y Garantías",DEFICIENCIA EN LA REPARACION,CONCILIADA,True,0.0,0.0,0.0,87.0
2024-07-01,2024,7,Ciudad de México,TOTALPLAY,TOTALPLAY,TV,Contratos y Condiciones,NEGATIVA A LA RESCISION DEL CONTRATO,DESISTIMIENTO,False,0.0,0.0,0.0,18.0
